"Age","Primary streaming service","Hours per day","While working","Instrumentalist","Composer","Fav genre","Exploratory","Foreign languages","BPM","Frequency [Classical]","Frequency [Country]","Frequency [EDM]","Frequency [Folk]","Frequency [Gospel]","Frequency [Hip hop]","Frequency [Jazz]","Frequency [K pop]","Frequency [Latin]","Frequency [Lofi]","Frequency [Metal]","Frequency [Pop]","Frequency [R&B]","Frequency [Rap]","Frequency [Rock]","Frequency [Video game music]","Anxiety","Depression","Insomnia","OCD","Music effects","Permissions","id"
19.0,I do not use a streaming service.,7.0,Yes,No,No,Rock,No,No,128.0,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Sometimes,7.0,7.0,0.0,0.0,Improve,I understand.,492
29.0,Spotify,8.0,Yes,No,No,EDM,No,Yes,140.0,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,6.0,7.0,4.0,1.0,Improve,I understand.,493
24.0,Spotify,2.0,Yes,No,No,Metal,Yes,No,159.0,Never,Rarely,Very frequently,Sometimes,Very frequently,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Sometimes,Rarely,7.0,6.0,2.0,7.0,Improve,I understand.,494
18.0,Apple Music,2.0,Yes,No,No,Pop,Yes,Yes,104.0,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,6.0,5.0,8.0,0.0,Improve,I understand.,495
21.0,Spotify,2.0,Yes,No,No,Rock,Yes,Yes,97.0,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,10.0,10.0,2.0,3.0,Improve,I understand.,496
19.0,Spotify,2.0,Yes,No,No,K pop,Yes,Yes,80.0,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,7.0,6.0,5.0,1.0,Improve,I understand.,497
25.0,Spotify,4.0,No,No,No,Video game music,Yes,Yes,134.0,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,3.0,0.0,0.0,0.0,Improve,I understand.,498
28.0,Spotify,8.0,Yes,No,No,Rock,Yes,Yes,1610429.334943639,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8.0,2.0,1.0,0.0,No effect,I understand.,499
27.0,Other streaming service,4.0,Yes,No,No,Rap,Yes,No,135.0,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Rarely,7.0,6.0,6.0,5.0,Improve,I understand.,500
60.0,Spotify,1.0,No,No,No,Rock,Yes,No,129.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Sometimes,Never,3.0,2.0,5.0,0.0,No effect,I understand.,501
25.0,YouTube Music,5.0,No,No,No,Metal,No,Yes,1610429.334943639,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,8.0,2.0,1.0,0.0,Improve,I understand.,502
60.0,Other streaming service,2.0,Yes,No,No,Rock,No,No,1610429.334943639,Rarely,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,7.0,7.0,2.0,4.0,Improve,I understand.,503
43.0,Other streaming service,1.0,No,No,No,Country,No,No,110.0,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,5.0,1.0,1.0,1.0,Improve,I understand.,504
51.0,I do not use a streaming service.,5.0,Yes,No,No,Rock,No,No,180.0,Sometimes,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,1.0,2.0,1.0,0.0,No effect,I understand.,505
63.0,YouTube Music,8.0,Yes,No,No,Rock,Yes,No,70.0,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve,I understand.,506
64.0,YouTube Music,2.0,Yes,No,No,Classical,No,No,1610429.334943639,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,5.0,2.0,4.0,0.0,Improve,I understand.,507
22.0,Spotify,2.0,Yes,No,No,Pop,No,No,1610429.334943639,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,7.0,2.0,1.0,0.0,Improve,I understand.,508
24.0,YouTube Music,1.0,Yes,No,No,Folk,No,Yes,103.0,Sometimes,Never,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,10.0,10.0,7.0,8.0,Improve,I understand.,509
19.0,Spotify,8.0,Yes,No,No,Pop,Yes,Yes,99.0,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,7.0,2.0,1.0,6.0,Improve,I understand.,510
56.0,Apple Music,8.0,Yes,No,No,Pop,Yes,No,117.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,6.0,4.0,1.0,0.0,Improve,I understand.,511
20.0,Spotify,1.0,No,No,No,EDM,Yes,No,102.0,Rarely,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Never,Never,Never,5.0,9.0,6.0,1.0,Improve,I understand.,512
19.0,I do not use a streaming service.,1.0,Yes,Yes,No,Video game music,No,No,127.0,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,7.0,5.0,7.0,0.0,Improve,I understand.,513
20.0,Spotify,8.0,Yes,No,No,Jazz,Yes,Yes,93.0,Rarely,Sometimes,Rarely,Very frequently,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Sometimes,Rarely,7.0,6.0,7.0,4.0,Improve,I understand.,514
60.0,Spotify,2.0,Yes,No,No,Rock,No,No,1610429.334943639,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Never,0.0,0.0,0.0,0.0,Improve,I understand.,515
65.0,Apple Music,6.0,Yes,No,No,R&B,No,Yes,146.0,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Very frequently,Never,Sometimes,Never,3.0,5.0,0.0,2.0,No effect,I understand.,516
28.0,Spotify,3.0,No,Yes,Yes,Metal,Yes,Yes,0.0,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Never,Very frequently,Very frequently,8.0,8.0,5.0,2.0,Improve,I understand.,517
18.0,I do not use a streaming service.,4.0,Yes,Yes,No,EDM,No,Yes,150.0,Very frequently,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Sometimes,8.0,7.0,10.0,6.0,Improve,I understand.,518
42.0,Spotify,2.0,Yes,No,No,Rock,No,Yes,85.0,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,2.0,4.0,5.0,2.0,Improve,I understand.,519
80.0,I do not use a streaming service.,3.0,Yes,Yes,No,Classical,No,No,122.0,Very frequently,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,7.0,3.0,9.0,2.0,Improve,I understand.,520
22.0,I do not use a streaming service.,4.0,No,No,Yes,Pop,Yes,No,1610429.334943639,Rarely,Sometimes,Very frequently,Sometimes,Never,Rarely,Never,Never,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Never,8.0,7.0,4.0,4.0,Improve,I understand.,521
56.0,Other streaming service,2.0,No,No,No,Jazz,Yes,Yes,120.0,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,0.0,0.0,0.0,5.0,No effect,I understand.,522
20.0,YouTube Music,1.0,Yes,No,No,Pop,No,Yes,120.0,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Never,8.0,6.0,9.0,8.0,Improve,I understand.,523
15.0,Spotify,1.0,Yes,No,No,Video game music,Yes,Yes,150.0,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,4.0,2.0,3.0,2.0,Improve,I understand.,524
67.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,1610429.334943639,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,3.0,2.0,2.0,2.0,Unknown,I understand.,525
57.0,Spotify,2.0,Yes,Yes,No,Gospel,No,No,174.0,Sometimes,Never,Never,Rarely,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,6.0,4.0,10.0,0.0,Improve,I understand.,526
22.0,Apple Music,7.0,Yes,No,No,Pop,Yes,Yes,112.0,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,8.0,8.0,10.0,0.0,Improve,I understand.,527
17.0,Spotify,5.0,Yes,No,No,Pop,Yes,Yes,180.0,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Rarely,Rarely,5.0,5.0,5.0,5.0,Improve,I understand.,528
19.0,Spotify,3.0,Yes,No,No,Rock,No,No,121.0,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,10.0,8.0,6.0,2.0,No effect,I understand.,529
50.0,I do not use a streaming service.,1.0,No,No,No,Rock,No,No,98.0,Sometimes,Sometimes,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Never,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,0.0,0.0,7.0,0.0,Improve,I understand.,530
24.0,Spotify,6.0,Yes,Yes,Yes,Rock,Yes,Yes,118.0,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,8.0,8.0,10.0,0.0,Improve,I understand.,531
67.0,Apple Music,2.0,No,No,No,Rock,Yes,No,1610429.334943639,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,8.0,2.0,0.0,0.0,No effect,I understand.,532
18.0,Other streaming service,3.0,Yes,Yes,Yes,Metal,Yes,No,135.0,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,7.0,8.0,4.0,10.0,Improve,I understand.,533
20.0,Spotify,1.5,Yes,No,No,Country,No,No,1610429.334943639,Rarely,Very frequently,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,0.0,2.0,0.0,1.0,Improve,I understand.,534
15.0,Spotify,4.0,Yes,Yes,No,Pop,Yes,No,105.0,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,3.0,5.0,4.0,0.0,Improve,I understand.,535
17.0,Spotify,2.0,Yes,Yes,No,Pop,Yes,Yes,122.0,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Sometimes,Never,Never,5.0,2.0,3.0,1.0,Improve,I understand.,536
32.0,YouTube Music,2.0,Yes,No,No,Folk,Yes,No,1610429.334943639,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,6.0,1.0,0.0,0.0,Improve,I understand.,537
18.0,Spotify,2.0,No,No,No,Rap,Yes,Yes,136.0,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,6.0,3.0,4.0,2.0,Improve,I understand.,538
18.0,Spotify,1.0,Yes,Yes,Yes,Rock,Yes,No,165.0,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,5.0,6.0,8.0,2.0,Improve,I understand.,539
18.0,Spotify,3.0,Yes,No,No,K pop,Yes,Yes,130.0,Sometimes,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Rarely,8.0,4.0,7.0,5.0,Improve,I understand.,540
19.0,Spotify,3.0,Yes,No,No,Pop,Yes,No,1610429.334943639,Never,Never,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,1.0,1.0,2.0,3.0,Improve,I understand.,541
18.0,Spotify,2.0,No,Yes,No,Rock,Yes,No,115.0,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,8.0,3.0,1.0,3.0,Improve,I understand.,542
17.0,Other streaming service,6.0,Yes,No,Yes,Rap,Yes,No,140.0,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Very frequently,Rarely,Never,3.0,3.0,0.0,0.0,Improve,I understand.,543
34.0,Spotify,3.0,Yes,No,No,Classical,No,Yes,95.0,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,0.0,0.0,0.0,0.0,No effect,I understand.,544
18.0,YouTube Music,3.0,Yes,No,No,Pop,No,No,150.0,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,5.0,4.0,2.0,0.0,No effect,I understand.,545
18.0,Spotify,2.0,Yes,No,No,R&B,Yes,No,97.0,Never,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,2.0,4.0,0.0,0.0,Improve,I understand.,546
22.0,I do not use a streaming service.,2.0,Yes,No,No,Video game music,No,No,1610429.334943639,Sometimes,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Never,Never,Very frequently,4.0,6.0,0.0,2.0,Improve,I understand.,547
18.0,Spotify,2.0,Yes,No,Yes,Pop,Yes,No,1610429.334943639,Sometimes,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,5.0,7.0,2.0,0.0,Improve,I understand.,548
19.0,Spotify,3.0,Yes,No,No,Rock,Yes,Yes,122.0,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Never,4.0,0.0,7.0,0.0,No effect,I understand.,549
25.0,I do not use a streaming service.,4.0,Yes,No,No,Pop,Yes,Yes,150.0,Rarely,Never,Sometimes,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Rarely,10.0,8.0,6.0,2.0,No effect,I understand.,550
17.0,Spotify,2.0,Yes,Yes,Yes,R&B,Yes,No,1610429.334943639,Very frequently,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Never,3.0,3.0,1.0,0.0,Improve,I understand.,551
25.0,Spotify,5.0,Yes,Yes,No,Rock,Yes,No,125.0,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Very frequently,Sometimes,8.0,7.0,2.0,1.0,Improve,I understand.,552
18.0,Spotify,2.0,Yes,No,No,R&B,No,No,96.0,Sometimes,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,3.0,3.0,0.0,3.0,Improve,I understand.,553
24.0,Spotify,7.0,Yes,No,No,Folk,Yes,Yes,137.0,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,10.0,10.0,8.0,10.0,Improve,I understand.,554
16.0,Spotify,3.0,Yes,Yes,No,K pop,No,Yes,174.0,Rarely,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Rarely,Sometimes,Never,Never,10.0,2.0,7.0,8.0,Improve,I understand.,555
18.0,Spotify,3.0,No,Yes,Yes,Metal,Yes,No,210.0,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,9.0,6.0,8.0,5.0,Improve,I understand.,556
18.0,Spotify,4.0,Yes,No,No,R&B,Yes,Yes,129.0,Rarely,Rarely,Rarely,Never,Never,Very frequently,Sometimes,Never,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,6.0,4.0,1.0,6.0,Improve,I understand.,557
16.0,Spotify,3.0,Yes,No,No,Pop,Yes,No,112.0,Very frequently,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Very frequently,Never,Sometimes,Never,3.0,4.0,6.0,8.0,Improve,I understand.,558
68.0,Pandora,1.0,Yes,No,No,Gospel,No,No,8.0,Very frequently,Never,Never,Sometimes,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,10.0,10.0,10.0,0.0,Improve,I understand.,559
16.0,Spotify,7.0,Yes,No,No,Video game music,Yes,No,999999999,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Sometimes,Never,Very frequently,Rarely,Sometimes,4.0,8.0,8.0,4.0,No effect,I understand.,560
21.0,Spotify,1.0,No,No,No,R&B,Yes,Yes,81.0,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Never,Never,Never,Very frequently,Very frequently,Sometimes,Never,Never,3.0,0.0,0.0,0.0,Improve,I understand.,561
53.0,Pandora,4.0,Yes,No,No,R&B,Yes,Yes,153.0,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,1.0,0.0,0.0,0.0,Improve,I understand.,562
29.0,Spotify,4.0,Yes,No,No,Classical,Yes,No,120.0,Very frequently,Never,Very frequently,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,5.0,6.0,7.0,7.0,No effect,I understand.,563
29.0,Spotify,2.0,Yes,No,No,Pop,No,No,1610429.334943639,Never,Never,Rarely,Rarely,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,Very frequently,Never,Very frequently,Never,Very frequently,10.0,8.0,8.0,9.0,Improve,I understand.,564
18.0,Spotify,4.0,Yes,Yes,No,R&B,Yes,Yes,169.0,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,3.0,0.0,3.0,4.0,Improve,I understand.,565
22.0,Spotify,5.0,Yes,No,No,EDM,Yes,Yes,138.0,Never,Never,Very frequently,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,1.0,0.0,0.0,1.0,No effect,I understand.,566
19.0,Other streaming service,6.0,Yes,No,No,Pop,No,No,124.0,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6.0,6.0,0.0,0.0,Improve,I understand.,567
13.0,YouTube Music,1.0,Yes,No,No,Video game music,Yes,No,1610429.334943639,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,4.0,3.0,4.0,0.0,Improve,I understand.,568
26.0,I do not use a streaming service.,1.0,No,No,No,Pop,No,No,192.0,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Rarely,Rarely,Sometimes,Never,6.0,4.0,0.0,0.0,Improve,I understand.,569
14.0,Spotify,3.0,Yes,No,No,Rock,Yes,No,76.0,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,2.0,6.0,3.0,0.0,Worsen,I understand.,570
27.0,Spotify,1.0,Yes,No,No,Pop,Yes,Yes,119.0,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,8.0,3.0,3.0,3.0,Improve,I understand.,571
26.0,Spotify,8.0,No,No,No,Rock,No,Yes,172.0,Never,Sometimes,Sometimes,Very frequently,Never,Very frequently,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,8.0,10.0,7.0,3.0,No effect,I understand.,572
59.0,Other streaming service,1.0,No,Yes,No,Rock,No,No,79.0,Rarely,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Very frequently,Never,1.0,0.0,0.0,1.0,Improve,I understand.,573
30.0,Spotify,8.0,Yes,Yes,Yes,Rock,Yes,No,112.0,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Never,8.0,6.0,6.0,8.0,Improve,I understand.,574
27.0,Spotify,1.0,Yes,No,No,Pop,Yes,Yes,130.0,Never,Rarely,Sometimes,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,6.0,3.0,1.0,7.0,Improve,I understand.,575
18.0,Apple Music,1.0,No,Yes,No,Rap,Yes,Yes,116.0,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Never,Sometimes,2.0,0.0,3.0,0.0,Improve,I understand.,576
23.0,I do not use a streaming service.,10.0,Yes,Yes,Yes,Metal,No,Yes,165.0,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Never,0.0,0.0,0.0,0.0,No effect,I understand.,577
18.0,Spotify,10.0,Yes,Yes,Yes,Rock,Yes,No,110.0,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Never,10.0,10.0,6.0,6.0,Improve,I understand.,578
40.0,Spotify,5.0,Yes,No,No,Rock,Yes,Yes,174.0,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,3.0,0.0,0.0,1.0,Improve,I understand.,579
24.0,Spotify,10.0,Yes,No,No,Rock,Yes,Yes,180.0,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Very frequently,Sometimes,7.0,9.0,10.0,0.0,Improve,I understand.,580
23.0,Spotify,2.0,Yes,Yes,No,Classical,Yes,Yes,171.0,Very frequently,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Never,8.0,7.0,6.0,2.0,Improve,I understand.,581
56.0,Other streaming service,6.0,Yes,No,No,R&B,No,No,1610429.334943639,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,2.0,0.0,10.0,10.0,Improve,I understand.,582
29.0,Other streaming service,2.0,Yes,No,No,R&B,Yes,No,70.0,Rarely,Never,Very frequently,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Rarely,Never,Sometimes,10.0,7.0,9.0,3.0,No effect,I understand.,583
16.0,Other streaming service,3.0,Yes,No,No,Pop,No,Yes,120.0,Never,Never,Never,Never,Never,Very frequently,Never,Very frequently,Never,Never,Never,Very frequently,Sometimes,Never,Never,Never,6.0,0.0,0.0,0.0,Improve,I understand.,584
18.0,Spotify,8.0,Yes,Yes,Yes,Gospel,Yes,Yes,56.0,Rarely,Never,Rarely,Never,Very frequently,Sometimes,Sometimes,Never,Sometimes,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Sometimes,3.0,0.0,2.0,2.0,Improve,I understand.,585
21.0,Spotify,8.0,Yes,No,No,Lofi,Yes,Yes,162.0,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,6.0,5.0,9.0,8.0,Improve,I understand.,586
32.0,Spotify,8.0,Yes,No,No,Rock,Yes,No,101.0,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,7.0,6.0,5.0,8.0,Improve,I understand.,587
22.0,YouTube Music,8.0,Yes,Yes,No,Metal,Yes,No,110.0,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,10.0,7.0,8.0,6.0,Improve,I understand.,588
17.0,Spotify,12.0,Yes,Yes,No,Latin,Yes,No,172.0,Very frequently,Never,Rarely,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Sometimes,0.0,3.0,9.0,5.0,No effect,I understand.,589
